207.09
120.85
85.04
70.63
61.6
54.65
50.65
45.11
40.79
38.52
39.7
35.17
34.69
34.06
32.79
30.56
31.08
30.33
29.48
28.03
27.66
27.99
26.74
26.13
26.24
25.81
25.23
23.4
24.07
23.18
22.95
23.61
23.03
21.66
23
22.07
21.6
23.09
21.35
20.79
20.22
20.9
20.52
19.93
20.78
20.01
19.91
19.17
20.22
20.3
19.37
18.87
19.09
18.66
18.53
18.78
18.79
18.33
17.49
18.14
18.29
17.9
17.78
17.94
